t,Q
0.0,0.0
0.0213404468156052,0.0
0.0426808936312104,0.07200867148101586
0.0640213404468156,0.16982208825664855
0.0853617872624208,0.2676817510663832
0.10670223407802601,0.36517869551554055
0.1280426808936312,0.4621316886922941
0.1493831277092364,0.5581395468070053
0.1707235745248416,0.6533919195896528
0.1920640213404468,0.7478658780908681
0.21340446815605202,0.8416887330530908
0.2347449149716572,0.935058361766841
0.2560853617872624,1.027975242617954
0.2774258086028676,1.1205054079694592
0.2987662554184728,1.2128023239176944
0.320106702234078,1.304982015676482
0.3414471490496832,1.3970553886934307
0.3627875958652884,1.4890256845030576
0.3841280426808936,1.5808556344363986
0.40546848949649883,1.6726483265486844
0.42680893631210404,1.7643759102251646
0.4481493831277092,1.8562042968940513
0.4694898299433144,1.9478771461647566
0.4908302767589196,2.0395504193327887
0.5121707235745248,2.1312876557928337
0.53351117039013,2.2230225962404933
0.5548516172057352,2.314862428878691
0.5761920640213404,2.4067854731580582
0.5975325108369456,2.4986137575663347
0.6188729576525508,2.5904987882698483
0.640213404468156,2.6823499072063726
0.6615538512837612,2.7741657359536886
0.6828942980993664,2.8661047112554683
0.7042347449149716,2.957934637163571
0.7255751917305768,3.049860677279051
0.746915638546182,3.141852005467057
0.7682560853617872,3.2336048359082743
0.7895965321773925,3.3254022679390856
0.8109369789929977,3.4173261200774867
0.8322774258086029,3.5092708202902294
0.8536178726242081,3.6012373490804253
0.8749583194398132,3.6932212901447063
0.8962987662554184,3.7851549857248985
0.9176392130710236,3.8768388969962095
0.9389796598866288,3.9684746314629216
0.960320106702234,4.060177744526624
0.9816605535178392,4.151816849384038
1.0030010003334444,4.24331351472218
1.0243414471490495,4.33507031821388
1.0456818939646548,4.426961803613087
1.06702234078026,4.518823261341066
1.0883627875958652,4.610693359164119
1.1097032344114703,4.702407447280597
1.1310436812270757,4.794066452885022
1.1523841280426808,4.885853742016485
1.173724574858286,4.977646815745784
1.1950650216738912,5.06952107520537
1.2164054684894965,5.161470563664674
1.2377459153051016,5.253330386596697
1.259086362120707,5.345212594644049
1.280426808936312,5.4371068659179125
1.3017672557519173,5.528987632072964
1.3231077025675224,5.620889955906663
1.3444481493831277,5.712732747587567
1.3657885961987328,5.804661832030681
1.387129043014338,5.896596945010331
1.4084694898299432,5.988560144467849
1.4298099366455483,6.0805094668563315
1.4511503834611537,6.172380588921207
1.4724908302767588,6.264176547935225
1.493831277092364,6.35597135124748
1.5151717239079692,6.44769933478982
1.5365121707235745,6.539516150278794
1.5578526175391796,6.631290719592246
1.579193064354785,6.722943919228553
1.60053351117039,6.814638430794384
1.6218739579859953,6.906314169000073
1.6432144048016004,6.997959082395939
1.6645548516172057,7.089565719220227
1.6858952984328108,7.181206379015945
1.7072357452484161,7.27276842240296
1.7285761920640212,7.364289122141417
1.7499166388796263,7.455769866090728
1.7712570856952317,7.547167527558387
1.7925975325108368,7.638573859276636
1.813937979326442,7.729795463628723
1.8352784261420472,7.820919020498241
1.8566188729576525,7.9119256389474675
1.8779593197732576,8.002939062329462
1.899299766588863,8.093992464864066
1.920640213404468,8.184966881207961
1.9419806602200733,8.275794163251085
1.9633211070356784,8.366569594682911
1.9846615538512837,8.457183644874304
2.006002000666889,8.547588781171726
